,AssignmentStatus,WorkTimeInSeconds,Input.title,Input.support_statement,Input.claim,Answer.worker_warrant
406,Approved,16,Zoos,we should abolish zoos as it is not fair to wild animals to be cooped up in small areas without the freedom to roam as they were made to do.,We should abolish zoos,nature is the natural habitat for the animals
407,Approved,49,Zoos,we should abolish zoos as it is not fair to wild animals to be cooped up in small areas without the freedom to roam as they were made to do.,We should abolish zoos,this has a negative effect on the animals mind and well being
408,Approved,44,Zoos,we should abolish zoos as it is not fair to wild animals to be cooped up in small areas without the freedom to roam as they were made to do.,We should abolish zoos,animals shouldn't be cooped up in small areas
409,Approved,62,Zoos,we should abolish zoos as it is not fair to wild animals to be cooped up in small areas without the freedom to roam as they were made to do.,We should abolish zoos,we can employ technology to allow viewing of wild animals in their natural wild habitat
410,Approved,51,Zoos,small areas in zoos are not a place for wild animals to be displayed when they require space for a healthier environment,We should abolish zoos,we can now observe animals remotely in the wild via web cams and other type of video monitoring
411,Approved,19,Zoos,small areas in zoos are not a place for wild animals to be displayed when they require space for a healthier environment,We should abolish zoos,zoos actually isolate animals in small spaces
412,Approved,156,Zoos,small areas in zoos are not a place for wild animals to be displayed when they require space for a healthier environment,We should abolish zoos,animals can get frustrated if they don't have enough space to move in
413,Approved,82,Zoos,small areas in zoos are not a place for wild animals to be displayed when they require space for a healthier environment,We should abolish zoos,animals need space for a healthier environment
414,Approved,3934,Zoos,small areas in zoos are not a place for wild animals to be displayed when they require space for a healthier environment,We should abolish zoos,keeping animals poorly maintained will lead to many diseases
415,Approved,1743,Zoos,small areas in zoos are not a place for wild animals to be displayed when they require space for a healthier environment,We should abolish zoos,keeping animals in small spaces does them physical and psychological harm it's my belief that zoos should be banned.
416,Approved,142,Zoos,small areas in zoos are not a place for wild animals to be displayed when they require space for a healthier environment,We should abolish zoos,animals in enclosed areas are less healthy.
417,Approved,72,Zoos,small areas in zoos are not a place for wild animals to be displayed when they require space for a healthier environment,We should abolish zoos,zoos are unnatural and unfit for animals to live
418,Approved,1161,Zoos,small areas in zoos are not a place for wild animals to be displayed when they require space for a healthier environment,We should abolish zoos,animals have a right to thrive in a natural environment
419,Approved,2327,Zoos,small areas in zoos are not a place for wild animals to be displayed when they require space for a healthier environment,We should abolish zoos,you can't offer enough space
420,Approved,116,Zoos,Most animals can never be happy in zoos where they're cooped up in small spaces that simply don't compare to their natural environment. Zoos should be abolished.,We should abolish zoos,artificial habitat cannot please wild animals which they are aware of
421,Approved,91,Zoos,Most animals can never be happy in zoos where they're cooped up in small spaces that simply don't compare to their natural environment. Zoos should be abolished.,We should abolish zoos,we cannot provide a duplicate environment to their natural habitat and we have the means to observe animals in the wild now
422,Approved,378,Zoos,Most animals can never be happy in zoos where they're cooped up in small spaces that simply don't compare to their natural environment. Zoos should be abolished.,We should abolish zoos,zoos may hinder the growth of animals due to lack of food and stress
423,Approved,22,Zoos,Most animals can never be happy in zoos where they're cooped up in small spaces that simply don't compare to their natural environment. Zoos should be abolished.,We should abolish zoos,it is not possible to accept these conditions
424,Approved,17,Zoos,Most animals can never be happy in zoos where they're cooped up in small spaces that simply don't compare to their natural environment. Zoos should be abolished.,We should abolish zoos,animals should be allowed to be happy
425,Approved,45,Zoos,Most animals can never be happy in zoos where they're cooped up in small spaces that simply don't compare to their natural environment. Zoos should be abolished.,We should abolish zoos,"recreating the animals nature habitat correctly, is almost impossible."
426,Approved,54,Zoos,Most animals can never be happy in zoos where they're cooped up in small spaces that simply don't compare to their natural environment. Zoos should be abolished.,We should abolish zoos,animals can't be happy in zoos
427,Approved,673,Zoos,Most animals can never be happy in zoos where they're cooped up in small spaces that simply don't compare to their natural environment. Zoos should be abolished.,We should abolish zoos,animals need room to run free
428,Approved,58,Zoos,Most animals can never be happy in zoos where they're cooped up in small spaces that simply don't compare to their natural environment. Zoos should be abolished.,We should abolish zoos,animals are happier in their natural environment
429,Approved,5951,Zoos,Most animals can never be happy in zoos where they're cooped up in small spaces that simply don't compare to their natural environment. Zoos should be abolished.,We should abolish zoos,animals can grow and eat healthy foods and live around other animals in the wild where they are supposed to be
430,Approved,147,Zoos,we should abolish zoos because it cages animals and they will never know what it like to be free.,We should abolish zoos,caging animals is wrong
431,Approved,17,Zoos,we should abolish zoos because it cages animals and they will never know what it like to be free.,We should abolish zoos,animals should know what living in freedom is
432,Approved,43,Zoos,we should abolish zoos because it cages animals and they will never know what it like to be free.,We should abolish zoos,animals benefit from having freedom
433,Approved,789,Zoos,we should abolish zoos because it cages animals and they will never know what it like to be free.,We should abolish zoos,animals weren't meant to live in captivity
434,Approved,160,Zoos,we should abolish zoos because it cages animals and they will never know what it like to be free.,We should abolish zoos,"animals have great physical and emotional suffering. this suffering due to the lack of freedom is something so evident that in all zoos, if you observe with a little more attention, you will notice animals with psychological disorders due to the stress and anxiety that living in cages causes in them"
435,Approved,47,Zoos,we should abolish zoos because it cages animals and they will never know what it like to be free.,We should abolish zoos,we can now observe animals in their natural habitat remotely without the need to confine them
436,Approved,31,Zoos,we should abolish zoos because it cages animals and they will never know what it like to be free.,We should abolish zoos,animals should not be in cages
437,Approved,25,Zoos,we should abolish zoos because it cages animals and they will never know what it like to be free.,We should abolish zoos,wild animals must be free
438,Approved,54,Zoos,we should abolish zoos because it cages animals and they will never know what it like to be free.,We should abolish zoos,freedom is not just for humans but for animals
439,Approved,51,Zoos,we should abolish zoos because it cages animals and they will never know what it like to be free.,We should abolish zoos,caged animals are enclosed in tight spaces unlike their real habitat
440,Approved,28,Zoos,we should abolish zoos because it while an animal is held captive their life comes second to humans,We should abolish zoos,humans don't have that right
441,Approved,99,Zoos,we should abolish zoos because it while an animal is held captive their life comes second to humans,We should abolish zoos,it is wrong to treat animal life as second to human life
442,Approved,38,Zoos,we should abolish zoos because it while an animal is held captive their life comes second to humans,We should abolish zoos,animals shouldn't be held captive for humans
443,Approved,33,Zoos,we should abolish zoos because it while an animal is held captive their life comes second to humans,We should abolish zoos,we made slavery in america illegal
444,Approved,60,Zoos,we should abolish zoos because it while an animal is held captive their life comes second to humans,We should abolish zoos,people must value the life of animals
445,Approved,814,Zoos,we should abolish zoos because it while an animal is held captive their life comes second to humans,We should abolish zoos,zoos priorities for humans safety and does not care if the animals are injured
446,Approved,164,Zoos,we should abolish zoos because it while an animal is held captive their life comes second to humans,We should abolish zoos,animal life is as important as humans
447,Approved,67,Zoos,we should abolish zoos because it while an animal is held captive their life comes second to humans,We should abolish zoos,we should strive for equality between species.
448,Approved,20,Zoos,we should abolish zoos because it while an animal is held captive their life comes second to humans,We should abolish zoos,animals should have their own free life
449,Approved,1149,Zoos,we should abolish zoos because it while an animal is held captive their life comes second to humans,We should abolish zoos,animals aren't meant for human entertainment
450,Approved,110,Zoos,we should abolish zoos because it dangerous and not good for the animals to be out of their natural habitat just for the purpose of human entertainment,We should abolish zoos,entertainment must not come at the cost of animal suffering
451,Approved,61,Zoos,we should abolish zoos because it dangerous and not good for the animals to be out of their natural habitat just for the purpose of human entertainment,We should abolish zoos,we cannot provide an habitat to duplicate the wild and we can now engage in remote viewing of animals in the wild
452,Approved,27,Zoos,we should abolish zoos because it dangerous and not good for the animals to be out of their natural habitat just for the purpose of human entertainment,We should abolish zoos,entertainment is not worthy to be cruel to animals
453,Approved,28,Zoos,we should abolish zoos because it dangerous and not good for the animals to be out of their natural habitat just for the purpose of human entertainment,We should abolish zoos,human entertainment is superfluous
454,Approved,134,Zoos,we should abolish zoos because it dangerous and not good for the animals to be out of their natural habitat just for the purpose of human entertainment,We should abolish zoos,it is wrong to place animals in danger
455,Approved,32,Zoos,we should abolish zoos because it dangerous and not good for the animals to be out of their natural habitat just for the purpose of human entertainment,We should abolish zoos,we shouldn't put animals in danger for our entertainment
456,Approved,1040,Zoos,we should abolish zoos because it dangerous and not good for the animals to be out of their natural habitat just for the purpose of human entertainment,We should abolish zoos,animals weren't meant for human entertainment
457,Approved,3864,Zoos,we should abolish zoos because it dangerous and not good for the animals to be out of their natural habitat just for the purpose of human entertainment,We should abolish zoos,there are alternatives that you can watch about animals in their natural habitat
458,Approved,118,Zoos,we should abolish zoos because it dangerous and not good for the animals to be out of their natural habitat just for the purpose of human entertainment,We should abolish zoos,zoos cage animals in small inhumane cages
459,Approved,188,Zoos,we should abolish zoos because it dangerous and not good for the animals to be out of their natural habitat just for the purpose of human entertainment,We should abolish zoos,animals are in bad conditions
460,Approved,1179,Zoos,we should abolish zoos as it is unfair to cage up an animal in small spaces just so people can gawk at them.,We should abolish zoos,zoos are focused in profits instead of the welfare of the animals
461,Approved,138,Zoos,we should abolish zoos as it is unfair to cage up an animal in small spaces just so people can gawk at them.,We should abolish zoos,zoos cage up an animal in small spaces just so people can gawk at them 
462,Approved,97,Zoos,we should abolish zoos as it is unfair to cage up an animal in small spaces just so people can gawk at them.,We should abolish zoos,animals suffer from intense interest
463,Approved,37,Zoos,we should abolish zoos as it is unfair to cage up an animal in small spaces just so people can gawk at them.,We should abolish zoos,animals shouldn't be caged up in small spaces
464,Approved,25,Zoos,we should abolish zoos as it is unfair to cage up an animal in small spaces just so people can gawk at them.,We should abolish zoos,animals exist to live in the wilderness
465,Approved,1129,Zoos,we should abolish zoos as it is unfair to cage up an animal in small spaces just so people can gawk at them.,We should abolish zoos,animals weren't made for human entertainment
466,Approved,73,Zoos,we should abolish zoos as it is unfair to cage up an animal in small spaces just so people can gawk at them.,We should abolish zoos,in this modern age we can provide the public remote viewing of animals in the wild zoos are not longer useful
467,Approved,63,Zoos,we should abolish zoos as it is unfair to cage up an animal in small spaces just so people can gawk at them.,We should abolish zoos,surprising people shouldn't be any kind of goal
468,Approved,33,Zoos,we should abolish zoos as it is unfair to cage up an animal in small spaces just so people can gawk at them.,We should abolish zoos,people staring at animals could never happen in the wild
469,Approved,118,Zoos,we should abolish zoos as it is unfair to cage up an animal in small spaces just so people can gawk at them.,We should abolish zoos,wide open spaces where animals are not under observation are healthy
470,Approved,1157,Zoos,zoos are a form of prison for animals who should be living their lives freely in their own habitat,We should abolish zoos,keeping animals caged is an undeserved punishment
471,Approved,98,Zoos,zoos are a form of prison for animals who should be living their lives freely in their own habitat,We should abolish zoos,being imprisoned makes animals suffer and it is not right for people to cause suffering zoos should be banned
472,Approved,46,Zoos,zoos are a form of prison for animals who should be living their lives freely in their own habitat,We should abolish zoos,animals are supposed to be living in the wild
473,Approved,79,Zoos,zoos are a form of prison for animals who should be living their lives freely in their own habitat,We should abolish zoos,animals have done nothing worthy of imprisonment
474,Approved,22,Zoos,zoos are a form of prison for animals who should be living their lives freely in their own habitat,We should abolish zoos,animals should not be kept in prisons
475,Approved,2757,Zoos,zoos are a form of prison for animals who should be living their lives freely in their own habitat,We should abolish zoos,we would never put a human in prison for our entertainment
476,Approved,27,Zoos,zoos are a form of prison for animals who should be living their lives freely in their own habitat,We should abolish zoos,anyone would see that this is the rationale to do
477,Approved,104,Zoos,zoos are a form of prison for animals who should be living their lives freely in their own habitat,We should abolish zoos,animals suffer from confinement and restriction
478,Approved,55,Zoos,zoos are a form of prison for animals who should be living their lives freely in their own habitat,We should abolish zoos,animals do not commit crimes that would warrant imprisonment
479,Approved,877,Zoos,zoos are a form of prison for animals who should be living their lives freely in their own habitat,We should abolish zoos,zoos keep animals if profitable and dispose them if not
480,Approved,54,Zoos,zoo provide unnatural living conditions to animals that cause harm to their species.,We should abolish zoos,we cannot provide a natural habitat that encourages species to naturally breed
481,Approved,73,Zoos,zoo provide unnatural living conditions to animals that cause harm to their species.,We should abolish zoos,animals suffer from circumstances like sadness and depression
482,Approved,1167,Zoos,zoo provide unnatural living conditions to animals that cause harm to their species.,We should abolish zoos,animals have a right to not be wrongfully harmed
483,Approved,108,Zoos,zoo provide unnatural living conditions to animals that cause harm to their species.,We should abolish zoos,natural circumstances should be respected
484,Approved,1561,Zoos,zoo provide unnatural living conditions to animals that cause harm to their species.,We should abolish zoos,animals that came from zoos fail to make a transition when freeing to the wild
485,Approved,36,Zoos,zoo provide unnatural living conditions to animals that cause harm to their species.,We should abolish zoos,animals should not be kept in unnatural living conditions
486,Approved,61,Zoos,zoo provide unnatural living conditions to animals that cause harm to their species.,We should abolish zoos,all species should be preserved to ensure balance of the ecosystem
487,Approved,34,Zoos,zoo provide unnatural living conditions to animals that cause harm to their species.,We should abolish zoos,they must be in nature
488,Approved,22,Zoos,zoo provide unnatural living conditions to animals that cause harm to their species.,We should abolish zoos,animals should have nature as their living environment
489,Approved,735,Zoos,zoo provide unnatural living conditions to animals that cause harm to their species.,We should abolish zoos,we don't want any more animals to become extinct
490,Approved,97,Zoos,zoo animals are unnaturally confined,We should abolish zoos,being unnaturally confined causes animals pain and suffering and the only reason the animals are confined is that we choose to confine them zoos should bee banned.
491,Approved,75,Zoos,zoo animals are unnaturally confined,We should abolish zoos,artificial habitat cannot please animals
492,Approved,24,Zoos,zoo animals are unnaturally confined,We should abolish zoos,animals shouldn't be unnaturally confined
493,Approved,25,Zoos,zoo animals are unnaturally confined,We should abolish zoos,the confinement diminishes the animal's life quality
494,Approved,1012,Zoos,zoo animals are unnaturally confined,We should abolish zoos,animals have a right to a natural habitat
495,Approved,86,Zoos,zoo animals are unnaturally confined,We should abolish zoos,modern technology gives us the means of observing animals in the wild via web cams there is no reason to confine them in zoos anymore
496,Approved,100,Zoos,zoo animals are unnaturally confined,We should abolish zoos,being caged up can be traumatic for animals
497,Approved,189,Zoos,zoo animals are unnaturally confined,We should abolish zoos,animals need exercise just as much as humans do
498,Approved,934,Zoos,zoo animals are unnaturally confined,We should abolish zoos,caged animals became dependent on humans
499,Approved,27,Zoos,zoo animals are unnaturally confined,We should abolish zoos,the natural thing is that they are free
0,Approved,91,Zoos,Zoos are an unnatural habitat for animals and cause a lot of stress. This means animals will develop illnesses and die earlier than they should.,We should abolish zoos,no living animal should die before the appropriate life span and live in relatively good health.
1,Approved,1969,Zoos,Zoos are an unnatural habitat for animals and cause a lot of stress. This means animals will develop illnesses and die earlier than they should.,We should abolish zoos,zoos changes the lifespan of animals in captivity
2,Approved,195,Zoos,Zoos are an unnatural habitat for animals and cause a lot of stress. This means animals will develop illnesses and die earlier than they should.,We should abolish zoos,"confining animals in artificial habitat traumatizes them and they cannot overcome the negative emotions, so"
3,Approved,3547,Zoos,Zoos are an unnatural habitat for animals and cause a lot of stress. This means animals will develop illnesses and die earlier than they should.,We should abolish zoos,"the slow killing of animals through disease is cruel and immoral,"
4,Approved,44,Zoos,Zoos are an unnatural habitat for animals and cause a lot of stress. This means animals will develop illnesses and die earlier than they should.,We should abolish zoos,animals are very important for the food chain and they should not be endangered
5,Approved,197,Zoos,Zoos are an unnatural habitat for animals and cause a lot of stress. This means animals will develop illnesses and die earlier than they should.,We should abolish zoos,it is wrong to injure animals' health
6,Approved,73,Zoos,Zoos are an unnatural habitat for animals and cause a lot of stress. This means animals will develop illnesses and die earlier than they should.,We should abolish zoos,humans are supposed to ensure the conservation of species
7,Approved,25,Zoos,Zoos are an unnatural habitat for animals and cause a lot of stress. This means animals will develop illnesses and die earlier than they should.,We should abolish zoos,animals die earlier in zoos
8,Approved,1622,Zoos,Zoos are an unnatural habitat for animals and cause a lot of stress. This means animals will develop illnesses and die earlier than they should.,We should abolish zoos,"it is wrong to treat animals in such a way that the become ill and die, "
9,Approved,147,Zoos,Zoos are an unnatural habitat for animals and cause a lot of stress. This means animals will develop illnesses and die earlier than they should.,We should abolish zoos,making animals sick is absurd
10,Approved,57,Zoos,"zoos are an unnatural stressful environment for animals. no animal should have to live in a cage or enclosure just for the entertainment of people, it is cruel and unnecessary.",We should abolish zoos,there is no useful benefit of keeping animals in zoos
11,Approved,29,Zoos,"zoos are an unnatural stressful environment for animals. no animal should have to live in a cage or enclosure just for the entertainment of people, it is cruel and unnecessary.",We should abolish zoos,it's cruel to cage animals for our entertainment
12,Approved,88,Zoos,"zoos are an unnatural stressful environment for animals. no animal should have to live in a cage or enclosure just for the entertainment of people, it is cruel and unnecessary.",We should abolish zoos,"creating needless stress, and using animals as entertainment, causes suffering to animals, and causing needless suffering is wrong,"
13,Approved,25,Zoos,"zoos are an unnatural stressful environment for animals. no animal should have to live in a cage or enclosure just for the entertainment of people, it is cruel and unnecessary.",We should abolish zoos,animals should be free to live how they want
14,Approved,15,Zoos,"zoos are an unnatural stressful environment for animals. no animal should have to live in a cage or enclosure just for the entertainment of people, it is cruel and unnecessary.",We should abolish zoos,they are not healthy when they are caged.
15,Approved,194,Zoos,"zoos are an unnatural stressful environment for animals. no animal should have to live in a cage or enclosure just for the entertainment of people, it is cruel and unnecessary.",We should abolish zoos,entertainment of people is not worthy to treat bad the animals
16,Approved,4495,Zoos,"zoos are an unnatural stressful environment for animals. no animal should have to live in a cage or enclosure just for the entertainment of people, it is cruel and unnecessary.",We should abolish zoos,"humankind has evolved beyond cruelty and we view it as abhorrent behavior,"
17,Approved,755,Zoos,"zoos are an unnatural stressful environment for animals. no animal should have to live in a cage or enclosure just for the entertainment of people, it is cruel and unnecessary.",We should abolish zoos,entertainment ends as soon as cruelty begins
18,Approved,4852,Zoos,"zoos are an unnatural stressful environment for animals. no animal should have to live in a cage or enclosure just for the entertainment of people, it is cruel and unnecessary.",We should abolish zoos,zoos became and entertainment place rather than an educational place
19,Approved,589,Zoos,"zoos are an unnatural stressful environment for animals. no animal should have to live in a cage or enclosure just for the entertainment of people, it is cruel and unnecessary.",We should abolish zoos,"animals are kept in artificial environment, causing them to be distressed"
20,Approved,50,Zoos,zoos are animal jails. more effort should be put into habitat conservation and protecting against poaching instead of caging up animals,We should abolish zoos,there is no effective regulation on protecting animals in zoos
21,Approved,820,Zoos,zoos are animal jails. more effort should be put into habitat conservation and protecting against poaching instead of caging up animals,We should abolish zoos,"whatever conversation efforts zoos make do nothing to protect the species in the wild, and thus protect the delicate balance of the environment,"
22,Approved,24,Zoos,zoos are animal jails. more effort should be put into habitat conservation and protecting against poaching instead of caging up animals,We should abolish zoos,zoos are not a natural environment for animals
23,Approved,39,Zoos,zoos are animal jails. more effort should be put into habitat conservation and protecting against poaching instead of caging up animals,We should abolish zoos,caging animals is a waste of effort
24,Approved,107,Zoos,zoos are animal jails. more effort should be put into habitat conservation and protecting against poaching instead of caging up animals,We should abolish zoos,"putting innocent animals in jail-like cages, like zoos do, is wrong"
25,Approved,80,Zoos,zoos are animal jails. more effort should be put into habitat conservation and protecting against poaching instead of caging up animals,We should abolish zoos,keeping animals in zoos does not really help conserve them in the long run
26,Approved,3135,Zoos,zoos are animal jails. more effort should be put into habitat conservation and protecting against poaching instead of caging up animals,We should abolish zoos,the natural habitat is the right place for them
27,Approved,138,Zoos,zoos are animal jails. more effort should be put into habitat conservation and protecting against poaching instead of caging up animals,We should abolish zoos,you cannot sentence something to jail without a trial.
28,Approved,120,Zoos,zoos are animal jails. more effort should be put into habitat conservation and protecting against poaching instead of caging up animals,We should abolish zoos,"humans have invaded and destroyed most of the animal's habitats, bringing them to extinction."
29,Approved,380,Zoos,zoos are animal jails. more effort should be put into habitat conservation and protecting against poaching instead of caging up animals,We should abolish zoos,animals are kept in zoos unjustly
30,Approved,526,Zoos,zoos are bad for wild animals that need to live free,We should abolish zoos,we should not abuse wild animals
31,Approved,567,Zoos,zoos are bad for wild animals that need to live free,We should abolish zoos,the place of animals is in nature and not in cages.
32,Approved,827,Zoos,zoos are bad for wild animals that need to live free,We should abolish zoos,wild animals must not have their freedom taken away
33,Approved,59,Zoos,zoos are bad for wild animals that need to live free,We should abolish zoos,stress builds up which makes the animals very irritable
34,Approved,27,Zoos,zoos are bad for wild animals that need to live free,We should abolish zoos,animals are restricted and unable to move around freely in zoos
35,Approved,114,Zoos,zoos are bad for wild animals that need to live free,We should abolish zoos,depriving animals of their freedom is morally wrong
36,Approved,45,Zoos,zoos are bad for wild animals that need to live free,We should abolish zoos,animals have to live a free life
37,Approved,2415,Zoos,zoos are bad for wild animals that need to live free,We should abolish zoos,wild animals become more aggressive if unable to travel and explore freely
38,Approved,25,Zoos,zoos are bad for wild animals that need to live free,We should abolish zoos,animals need to live free
39,Approved,713,Zoos,zoos are bad for wild animals that need to live free,We should abolish zoos,"animals exposed to restricted environments have a higher rate of stress and illness,"
40,Approved,363,Zoos,zoos are confined spaces for animals that require a larger area,We should abolish zoos,"depriving animals of their natural habitat is cruel and animal cruelty is a moral wrong,"
41,Approved,30,Zoos,zoos are confined spaces for animals that require a larger area,We should abolish zoos,animals need broad fields to live peacefully
42,Approved,79,Zoos,zoos are confined spaces for animals that require a larger area,We should abolish zoos,large animals could potentially pose a huge threat if distressed
43,Approved,1796,Zoos,zoos are confined spaces for animals that require a larger area,We should abolish zoos,animals can become more aggressive when locked in a cage which is harmful to other animals and humans
44,Approved,45,Zoos,zoos are confined spaces for animals that require a larger area,We should abolish zoos,zoos can not provide enough space for animals to have a normal life
45,Approved,30,Zoos,zoos are confined spaces for animals that require a larger area,We should abolish zoos,"animals need large, open spaces to be healthy"
46,Approved,29,Zoos,zoos are confined spaces for animals that require a larger area,We should abolish zoos,animals can have free reign if they are in the wild
47,Approved,28,Zoos,zoos are confined spaces for animals that require a larger area,We should abolish zoos,animals should not be kept in confined spaces
48,Approved,3178,Zoos,zoos are confined spaces for animals that require a larger area,We should abolish zoos,keeping them confined in small spaces is cruel
49,Approved,4520,Zoos,zoos are confined spaces for animals that require a larger area,We should abolish zoos,"a lack of space will decrease the animals' exercise leading them to be unhealthy,"
50,Approved,75,Zoos,zoos are cruel an inhumane to the animals for our entertainment. they don't thrive in zoos like they would in their natural enviornment and this leads to an earlier death.,We should abolish zoos,humans have no right to treat animals like lifeless objects.
51,Approved,33,Zoos,zoos are cruel an inhumane to the animals for our entertainment. they don't thrive in zoos like they would in their natural enviornment and this leads to an earlier death.,We should abolish zoos,animals die earlier in zoos than in their natural environment
52,Approved,67,Zoos,zoos are cruel an inhumane to the animals for our entertainment. they don't thrive in zoos like they would in their natural enviornment and this leads to an earlier death.,We should abolish zoos,"it is wrong to treat animals inhumanely, and it is wrong to cause animals to die early,"
53,Approved,148,Zoos,zoos are cruel an inhumane to the animals for our entertainment. they don't thrive in zoos like they would in their natural enviornment and this leads to an earlier death.,We should abolish zoos,"the goal should be to keep endangered species alive for as long as possible,"
54,Approved,38,Zoos,zoos are cruel an inhumane to the animals for our entertainment. they don't thrive in zoos like they would in their natural enviornment and this leads to an earlier death.,We should abolish zoos,animals need nature to have a normal life development
55,Approved,50,Zoos,zoos are cruel an inhumane to the animals for our entertainment. they don't thrive in zoos like they would in their natural enviornment and this leads to an earlier death.,We should abolish zoos,we don't want to treat animals inhumanely
56,Approved,139,Zoos,zoos are cruel an inhumane to the animals for our entertainment. they don't thrive in zoos like they would in their natural enviornment and this leads to an earlier death.,We should abolish zoos,animals that have to live in a habitat that they are not used to is causing them to die prematurely
57,Approved,2853,Zoos,zoos are cruel an inhumane to the animals for our entertainment. they don't thrive in zoos like they would in their natural enviornment and this leads to an earlier death.,We should abolish zoos,these deaths are unjustifiable
58,Approved,70,Zoos,zoos are cruel an inhumane to the animals for our entertainment. they don't thrive in zoos like they would in their natural enviornment and this leads to an earlier death.,We should abolish zoos,there are many other endeavors to generate revenue from
59,Approved,2556,Zoos,zoos are cruel an inhumane to the animals for our entertainment. they don't thrive in zoos like they would in their natural enviornment and this leads to an earlier death.,We should abolish zoos,zoos places enormous mental pressure to animals that causes a shorter lifespan
60,Approved,2890,Zoos,zoos are cruel and contain wild animals in such tiny spaces when they need to run free so zoos should be abolished.,We should abolish zoos,"are improper, cruel and irregular conditions"
61,Approved,59,Zoos,zoos are cruel and contain wild animals in such tiny spaces when they need to run free so zoos should be abolished.,We should abolish zoos,animals are restricted in small cages and cannot roam freely
62,Approved,46,Zoos,zoos are cruel and contain wild animals in such tiny spaces when they need to run free so zoos should be abolished.,We should abolish zoos,wild animals deserve to be free in nature
63,Approved,47,Zoos,zoos are cruel and contain wild animals in such tiny spaces when they need to run free so zoos should be abolished.,We should abolish zoos,providing enough space in zoos is not possible
64,Approved,30,Zoos,zoos are cruel and contain wild animals in such tiny spaces when they need to run free so zoos should be abolished.,We should abolish zoos,animals are healthier in their natural environments
65,Approved,60,Zoos,zoos are cruel and contain wild animals in such tiny spaces when they need to run free so zoos should be abolished.,We should abolish zoos,"cruelty is morally wrong, as is involuntary confinement to small spaces,"
66,Approved,35,Zoos,zoos are cruel and contain wild animals in such tiny spaces when they need to run free so zoos should be abolished.,We should abolish zoos,animals should not be kept in tiny spaces
67,Approved,3399,Zoos,zoos are cruel and contain wild animals in such tiny spaces when they need to run free so zoos should be abolished.,We should abolish zoos,animals are sold or traded if the zoos are not profiting
68,Approved,61,Zoos,zoos are cruel and contain wild animals in such tiny spaces when they need to run free so zoos should be abolished.,We should abolish zoos,animals need space to exercise themselves regularly
69,Approved,1074,Zoos,zoos are cruel and contain wild animals in such tiny spaces when they need to run free so zoos should be abolished.,We should abolish zoos,"animals whose natural environment is taken from them tend to suffer,"
70,Approved,33,Zoos,"zoos are cruel and do nott allow animals to live in the way they have evolved to do in the wild, causing problems and illnesses for them",We should abolish zoos,animals should live in wilderness to have a healthy life
71,Approved,4462,Zoos,"zoos are cruel and do nott allow animals to live in the way they have evolved to do in the wild, causing problems and illnesses for them",We should abolish zoos,"these illnesses cause the animals to have a shortened life span and so in essence we are killing them,"
72,Approved,179,Zoos,"zoos are cruel and do nott allow animals to live in the way they have evolved to do in the wild, causing problems and illnesses for them",We should abolish zoos,zoos deprive animals of their wild way of life
73,Approved,3436,Zoos,"zoos are cruel and do nott allow animals to live in the way they have evolved to do in the wild, causing problems and illnesses for them",We should abolish zoos,zoos can't replicated the natural habitats of animal and force them to live on unnatural environments
74,Approved,169,Zoos,"zoos are cruel and do nott allow animals to live in the way they have evolved to do in the wild, causing problems and illnesses for them",We should abolish zoos,"humans are supposed to coexist peacefully with animals, not harm them"
75,Approved,43,Zoos,"zoos are cruel and do nott allow animals to live in the way they have evolved to do in the wild, causing problems and illnesses for them",We should abolish zoos,animals develop problems and illnesses in zoos
76,Approved,1009,Zoos,"zoos are cruel and do nott allow animals to live in the way they have evolved to do in the wild, causing problems and illnesses for them",We should abolish zoos,brings so much harm to animals
77,Approved,99,Zoos,"zoos are cruel and do nott allow animals to live in the way they have evolved to do in the wild, causing problems and illnesses for them",We should abolish zoos,"animals kept in captivity are subjected to pain and stress living a shorter, low quality life."
78,Approved,71,Zoos,"zoos are cruel and do nott allow animals to live in the way they have evolved to do in the wild, causing problems and illnesses for them",We should abolish zoos,animals have a right to be healthy
79,Approved,36,Zoos,"zoos are cruel and do nott allow animals to live in the way they have evolved to do in the wild, causing problems and illnesses for them",We should abolish zoos,animals have to live unnaturally in zoos
80,Approved,2210,Zoos,zoos are cruel and inhumane places for animals as they are not the animals' natural habitats and conditions can be grim,We should abolish zoos,zoos cannot large space for individual animals which cannot accommodate animal's behavior
81,Approved,21,Zoos,zoos are cruel and inhumane places for animals as they are not the animals' natural habitats and conditions can be grim,We should abolish zoos,cruelty to animals is morally wrong
82,Approved,265,Zoos,zoos are cruel and inhumane places for animals as they are not the animals' natural habitats and conditions can be grim,We should abolish zoos,living in the natural habitat is the right
83,Approved,40,Zoos,zoos are cruel and inhumane places for animals as they are not the animals' natural habitats and conditions can be grim,We should abolish zoos,animals deserve the same chance as humans to be tree and live where they want to live
84,Approved,78,Zoos,zoos are cruel and inhumane places for animals as they are not the animals' natural habitats and conditions can be grim,We should abolish zoos,providing animals with the required quality of life in zoos is not possible
85,Approved,67,Zoos,zoos are cruel and inhumane places for animals as they are not the animals' natural habitats and conditions can be grim,We should abolish zoos,zoo animals deserve their freedom and a chance to live by themselves
